white,black,event,date,cpLoss,cpLoss1150,cpLoss1120,cpLoss2130,cpLoss3140,cpLoss50end,shareTopMoves,shareTopMoves1150,shareTopMoves1120,shareTopMoves2130,shareTopMoves3140,shareTopMoves50end,shareVGMoves,shareVGMoves1150,shareVGMoves1120,shareVGMoves2130,shareVGMoves3140,shareVGMoves50end,stdDevCPLoss,stDevCPLoss1150
"Keymer, Vincent",Gukesh D,44th Olympiad 2022,2022.08.09,0.019538461538461536,0.031749999999999994,0.09299999999999999,0.013000000000000001,0.014000000000000002,0.0,0.8769230769230769,0.8,0.9,0.8,1.0,1.0,0.9384615384615385,0.9,1.0,1.0,1.0,1.0,0.06263562208397196,0.07772032371232583
"Koelle, Tobias","Keymer, Vincent",German Masters 2022,2022.08.16,0.36363636363636365,0.36363636363636365,0.303,0.40300000000000014,0.49400000000000005,,0.6060606060606061,0.6060606060606061,0.6,0.7,1.0,,0.6666666666666666,0.6666666666666666,0.6,0.7,1.0,,0.871309424737483,0.871309424737483
"Keymer, Vincent","Braun, A",German Masters 2022,2022.08.17,0.13012195121951223,0.292,0.352,0.623,0.13000000000000006,-0.024047619047618974,0.6219512195121951,0.375,0.2,0.4,0.9,0.8571428571428571,0.7560975609756098,0.575,0.3,0.6,0.9,0.9285714285714286,0.41736828010833565,0.5240336649980439
"Engel, Luis","Keymer, Vincent",German Masters 2022,2022.08.18,0.021363636363636362,0.0235,0.08100000000000002,2.7755575615628915e-18,0.012999999999999989,0.0,0.7954545454545454,0.775,0.7,0.9,1.0,1.0,0.9318181818181818,0.925,1.0,0.9,1.0,1.0,0.16193008696823183,0.1698800481787981
"Keymer, Vincent","Huschenbeth, Niclas",German Masters 2022,2022.08.19,0.18125,0.25375000000000003,0.178,0.215,0.024,-0.0,0.6964285714285714,0.575,0.7,0.9,0.4,1.0,0.7321428571428571,0.625,0.7,0.9,0.5,1.0,0.5170864619102971,0.5985010656974853
"Fridman, D","Keymer, Vincent",German Masters 2022,2022.08.20,0.004117647058823531,0.004117647058823531,0.012,-0.007142857142857141,,,0.8235294117647058,0.8235294117647058,1.0,,,,0.8235294117647058,0.8235294117647058,1.0,,,,0.06423188689519907,0.06423188689519907
"Keymer, Vincent","Svane, Rasmus",German Masters 2022,2022.08.21,0.1625,0.1625,0.08199999999999999,0.15,0.281,,0.525,0.525,0.4,0.5,0.8,,0.625,0.625,0.5,0.5,0.8,,0.4992134839566162,0.4992134839566162
"Kollars, Dmitrij","Keymer, Vincent",German Masters 2022,2022.08.22,0.00366666666666667,0.00366666666666667,0.015000000000000008,-0.004,0.0,,0.8666666666666667,0.8666666666666667,1.0,1.0,,,0.9666666666666667,0.9666666666666667,1.0,1.0,,,0.04295011808689427,0.04295011808689427
"Keymer, Vincent","Rosner, Jonas",German Masters 2022,2022.08.23,0.27,0.27,0.10600000000000001,0.4830000000000001,0.18833333333333332,,0.5,0.5,0.4,0.8333333333333334,,,0.6923076923076923,0.6923076923076923,0.6,0.8333333333333334,,,0.589216428827303,0.589216428827303
"Svane, Frederik","Keymer, Vincent",German Masters 2022,2022.08.24,0.13985074626865676,0.09425000000000004,0.16599999999999998,0.049,0.09900000000000002,0.2074074074074074,0.6417910447761194,0.45,0.4,0.4,0.7,0.9259259259259259,0.6716417910447762,0.5,0.6,0.4,0.7,0.9259259259259259,0.6767535976492869,0.40099163940385946
"Keymer, Vincent","Kempinski, Robert",Enea TCh-POL Ekstraliga,2022.09.03,0.21874999999999997,0.4277500000000001,0.15700000000000003,0.193,1.2239999999999998,0.08812499999999998,0.5961538461538461,0.325,0.5,0.3,0.3,0.765625,0.6730769230769231,0.45,0.6,0.4,0.4,0.8125,0.6045325362448581,0.8340832138895421
"Shevchenko, Kirill","Keymer, Vincent",Enea TCh-POL Ekstraliga,2022.09.04,0.16714285714285712,0.16714285714285712,0.24499999999999997,0.176,0.058750000000000004,,0.42857142857142855,0.42857142857142855,0.5,0.5,,,0.6071428571428571,0.6071428571428571,0.7,0.75,,,0.24245438124341448,0.24245438124341448
"Keymer, Vincent","Piorun, Kacper",Enea TCh-POL Ekstraliga,2022.09.05,0.20657142857142857,0.20657142857142857,0.087,0.15000000000000005,0.48599999999999993,,0.4857142857142857,0.4857142857142857,0.4,0.5,1.0,,0.6,0.6,0.4,0.6,1.0,,0.6712452994999968,0.6712452994999968
"Keymer, Vincent","Luch, Michal",Enea TCh-POL Ekstraliga,2022.09.06,0.1,0.1,0.15200000000000002,0.11900000000000002,-0.0014285714285714615,,0.4444444444444444,0.4444444444444444,0.2,1.0,,,0.6296296296296297,0.6296296296296297,0.6,1.0,,,0.15499379640191063,0.15499379640191063
"Keymer, Vincent","Grandelius, Nils",Enea TCh-POL Ekstraliga,2022.09.07,0.05743589743589744,0.05743589743589744,0.068,0.04300000000000001,0.11299999999999996,,0.5641025641025641,0.5641025641025641,0.5,0.4,1.0,,0.7948717948717948,0.7948717948717948,0.8,0.6,1.0,,0.11287435839341924,0.11287435839341924
"Lagarde, Maxime","Keymer, Vincent",Enea TCh-POL Ekstraliga,2022.09.08,0.05913043478260869,0.05913043478260869,0.086,0.04999999999999998,0.0,,0.5652173913043478,0.5652173913043478,0.6,1.0,,,0.7391304347826086,0.7391304347826086,0.8,1.0,,,0.0678174718355529,0.0678174718355529
"Keymer, Vincent","Lupulescu, Constantin",Enea TCh-POL Ekstraliga,2022.09.09,0.12533333333333332,0.12533333333333332,0.14899999999999997,0.13799999999999996,0.08900000000000007,,0.3333333333333333,0.3333333333333333,0.1,0.7,,,0.5,0.5,0.4,0.7,,,0.17403395097495786,0.17403395097495786
"Pechac, Jergus","Keymer, Vincent",Enea TCh-POL Ekstraliga,2022.09.10,0.4083333333333333,0.4083333333333333,0.156,0.14200000000000002,1.172,,0.5555555555555556,0.5555555555555556,0.3,0.6,1.0,,0.6388888888888888,0.6388888888888888,0.5,0.6,1.0,,1.1432097670281562,1.1432097670281562
"Keymer, Vincent","Tomczak, Jacek",Enea TCh-POL Ekstraliga,2022.09.11,0.27082191780821924,0.47174999999999995,0.146,0.094,0.564,0.027272727272727282,0.6438356164383562,0.425,0.5,0.4,0.2,0.9090909090909091,0.6438356164383562,0.425,0.5,0.4,0.2,0.9090909090909091,0.6554043565800036,0.831948246356337
