white,black,event,date,cpLoss,cpLoss1150,cpLoss1120,cpLoss2130,cpLoss3140,cpLoss50end,shareTopMoves,shareTopMoves1150,shareTopMoves1120,shareTopMoves2130,shareTopMoves3140,shareTopMoves50end,shareVGMoves,shareVGMoves1150,shareVGMoves1120,shareVGMoves2130,shareVGMoves3140,shareVGMoves50end,stdDevCPLoss,stDevCPLoss1150
"Nakamura, Hikaru","Nepomniachtchi, Ian",FIDE Candidates 2022,2022.06.22,0.19083333333333333,0.19083333333333333,0.11700000000000002,0.21599999999999991,0.3125,,0.3333333333333333,0.3333333333333333,0.4,0.0,,,0.4166666666666667,0.4166666666666667,0.5,0.0,,,0.3261490279087109,0.3261490279087109
"Nakamura, Hikaru","Ding, Liren",FIDE Candidates 2022,2022.06.23,0.0334375,0.0334375,0.077,0.022000000000000002,0.007999999999999998,,0.8125,0.8125,0.8,0.9,1.0,,0.875,0.875,0.8,1.0,1.0,,0.09382926756408634,0.09382926756408634
"Duda, J","Nakamura, Hikaru",FIDE Candidates 2022,2022.06.25,0.064,0.064,0.044,0.129,0.019,,0.6666666666666666,0.6666666666666666,0.5,0.9,,,0.7333333333333333,0.7333333333333333,0.6,0.9,,,0.1546653785122735,0.1546653785122735
"Nakamura, Hikaru","Caruana, Fabiano",FIDE Candidates 2022,2022.06.26,0.20781249999999998,0.17950000000000002,0.091,0.168,0.3450000000000001,0.25500000000000006,0.53125,0.375,0.2,0.3,0.6,0.7916666666666666,0.59375,0.475,0.2,0.5,0.7,0.7916666666666666,0.6258035310892784,0.4571200257576975
"Radjabov, Teimour","Nakamura, Hikaru",FIDE Candidates 2022,2022.06.27,0.28233333333333327,0.28233333333333327,0.265,0.417,0.16499999999999995,,0.4666666666666667,0.4666666666666667,0.4,0.8,,,0.5,0.5,0.4,0.8,,,0.4588943483946014,0.4588943483946014
"Nakamura, Hikaru","Firouzja, Alireza",FIDE Candidates 2022,2022.06.29,0.16727272727272727,0.16727272727272727,0.28300000000000003,0.085,-0.0,,0.5,0.5,0.8,1.0,,,0.5,0.5,0.8,1.0,,,0.4829096515930611,0.4829096515930611
"Nakamura, Hikaru","Rapport, Richard",FIDE Candidates 2022,2022.06.30,0.0313953488372093,0.06624999999999999,0.089,0.015000000000000003,0.041999999999999996,0.0010869565217391304,0.8255813953488372,0.625,0.8,0.7,0.5,1.0,0.9069767441860465,0.8,0.9,0.9,0.7,1.0,0.08404708471268002,0.11412290945090062
"Nepomniachtchi, Ian","Nakamura, Hikaru",FIDE Candidates 2022,2022.07.01,0.0,0.0,0.0,,,,1.0,1.0,,,,,1.0,1.0,,,,,0.0,0.0
"Nakamura, Hikaru","Duda, J",FIDE Candidates 2022,2022.07.03,0.18000000000000002,0.189,0.29400000000000004,0.20199999999999996,0.20999999999999996,-0.0,0.5476190476190477,0.525,0.4,0.6,0.9,1.0,0.5952380952380952,0.575,0.5,0.6,0.9,1.0,0.3826671482391236,0.39012686956806025
"Ding, Liren","Nakamura, Hikaru",FIDE Candidates 2022,2022.07.04,0.1778723404255319,0.209,0.074,0.068,0.44699999999999995,0.0,0.5957446808510638,0.525,0.7,0.3,0.6,1.0,0.6808510638297872,0.625,0.7,0.3,0.7,1.0,0.38419275150017207,0.4091755312633142
