white,black,event,date,cpLoss,cpLoss1150,cpLoss1120,cpLoss2130,cpLoss3140,cpLoss50end,shareTopMoves,shareTopMoves1150,shareTopMoves1120,shareTopMoves2130,shareTopMoves3140,shareTopMoves50end,shareVGMoves,shareVGMoves1150,shareVGMoves1120,shareVGMoves2130,shareVGMoves3140,shareVGMoves50end,stdDevCPLoss,stDevCPLoss1150
"Niemann, Hans Moke","So, Wesley",9th Sinquefield Cup 2022,2022.09.08,0.20857142857142857,0.2555,0.16499999999999998,0.062,0.21200000000000002,-0.0,0.5714285714285714,0.475,0.8,0.3,0.5,1.0,0.6122448979591837,0.525,0.9,0.4,0.5,1.0,0.46360004314063646,0.5022204541985369
"Vachier-Lagrave, Maxime","Niemann, Hans Moke",9th Sinquefield Cup 2022,2022.09.09,0.03886363636363637,0.04275,0.12700000000000003,0.024999999999999994,0.022000000000000002,0.0,0.7727272727272727,0.75,0.8,0.7,1.0,1.0,0.8636363636363636,0.85,0.9,1.0,1.0,1.0,0.08811239938853234,0.09159519358121082
"Niemann, Hans Moke","Caruana, Fabiano",9th Sinquefield Cup 2022,2022.09.10,0.29898305084745763,0.21900000000000003,0.11600000000000002,0.352,-0.01599999999999998,0.4673684210526316,0.4745762711864407,0.55,0.3,0.7,0.5,0.3157894736842105,0.5254237288135594,0.625,0.4,0.8,0.5,0.3157894736842105,0.5653491289803212,0.5819322367811636
"Nepomniachtchi, Ian","Niemann, Hans Moke",9th Sinquefield Cup 2022,2022.09.11,0.20590909090909087,0.22325,0.10200000000000001,0.296,0.378,0.0325,0.45454545454545453,0.425,0.3,0.2,0.7,0.75,0.5681818181818182,0.525,0.3,0.3,0.8,1.0,0.34954667108166054,0.36218983193758264
"Fridman, D","Niemann, Hans Moke",Bundesliga 2021-22,2022.05.14,0.07357142857142858,0.07675000000000001,0.15599999999999997,0.044,-0.009999999999999998,0.010000000000000009,0.7142857142857143,0.7,0.7,1.0,0.6,1.0,0.7619047619047619,0.75,0.8,1.0,0.6,1.0,0.18223305138591517,0.18625027964184823
"Niemann, Hans Moke","Areshchenko, Alexander",Bundesliga 2021-22,2022.05.15,0.09333333333333332,0.09333333333333332,0.10200000000000001,0.20600000000000002,-0.0,,0.7272727272727273,0.7272727272727273,0.8,1.0,1.0,,0.7575757575757576,0.7575757575757576,0.8,1.0,1.0,,0.37880293909454654,0.37880293909454654
"Keymer, Vincent","Niemann, Hans Moke",Bundesliga 2021-22,2022.07.07,0.08333333333333333,0.087,0.067,0.17099999999999999,0.05499999999999998,0.07,0.6862745098039216,0.65,0.6,0.8,0.7,0.8181818181818182,0.8235294117647058,0.8,0.7,0.9,0.8,0.9090909090909091,0.21752854218852907,0.21722256104198986
"Niemann, Hans Moke","Caruana, Fabiano",Bundesliga 2021-22,2022.07.08,0.14656716417910445,0.13725,0.096,0.2699999999999999,0.23200000000000004,0.16037037037037033,0.7164179104477612,0.575,0.1,0.7,1.0,0.9259259259259259,0.746268656716418,0.625,0.2,0.7,1.0,0.9259259259259259,0.5362455120637402,0.33743365919684765
"Grandelius, Nils","Niemann, Hans Moke",Bundesliga 2021-22,2022.07.09,0.09020833333333333,0.098,-0.004999999999999988,0.10200000000000002,0.183,0.05125000000000001,0.5833333333333334,0.575,0.5,0.7,0.3,0.625,0.6875,0.65,0.6,0.7,0.5,0.875,0.23826937717484975,0.25780334385450493
"Jones, G","Niemann, Hans Moke",Bundesliga 2021-22,2022.07.09,0.09041666666666666,0.09041666666666666,0.07099999999999998,0.14599999999999996,0.0,,0.625,0.625,0.6,1.0,,,0.625,0.625,0.6,1.0,,,0.27688451786238255,0.27688451786238255
"Niemann, Hans Moke","Huschenbeth, Niclas",Bundesliga 2021-22,2022.07.10,0.14,0.1085,0.155,0.049,0.018000000000000002,0.179375,0.75,0.6,0.6,0.7,0.8,0.9375,0.8472222222222222,0.775,0.8,0.9,0.9,0.9375,0.6432575547089525,0.3456658383393878
"Niemann, Hans Moke","Johansson, CF",Kvika Reykjavik Open 2022,2022.04.06,0.14105263157894735,0.14105263157894735,0.20400000000000001,0.099,0.233,,0.631578947368421,0.631578947368421,0.5,0.7,1.0,,0.7631578947368421,0.7631578947368421,0.8,0.7,1.0,,0.33940161551546755,0.33940161551546755
"Sukandar, Irine Kharisma","Niemann, Hans Moke",Kvika Reykjavik Open 2022,2022.04.07,0.4866666666666667,0.4866666666666667,0.47400000000000003,0.8400000000000001,0.0,,0.48148148148148145,0.48148148148148145,0.2,1.0,,,0.5185185185185185,0.5185185185185185,0.2,1.0,,,0.8599597486108108,0.8599597486108108
"Niemann, Hans Moke","Beerdsen, Thomas",Kvika Reykjavik Open 2022,2022.04.07,-0.002499999999999994,-0.002499999999999994,0.06200000000000001,-0.06699999999999999,,,0.7,0.7,1.0,,,,0.8,0.8,1.0,,,,0.1317044138652116,0.1317044138652116
"Jarmula, Lukasz","Niemann, Hans Moke",Kvika Reykjavik Open 2022,2022.04.08,0.265,0.30474999999999997,0.048,0.473,0.35,0.0,0.5217391304347826,0.45,0.3,0.1,0.7,1.0,0.5869565217391305,0.525,0.3,0.2,0.9,1.0,0.7050854952100175,0.7491362119818823
"Niemann, Hans Moke","Gretarsson, Hjorvar Steinn",Kvika Reykjavik Open 2022,2022.04.09,0.13925925925925925,0.13925925925925925,0.14,0.09500000000000001,0.20142857142857137,,0.4444444444444444,0.4444444444444444,0.4,0.5714285714285714,,,0.6666666666666666,0.6666666666666666,0.7,0.5714285714285714,,,0.2080296932564033,0.2080296932564033
"Hjartarson, Johann","Niemann, Hans Moke",Kvika Reykjavik Open 2022,2022.04.10,0.6675,0.6675,0.34700000000000003,1.2016666666666667,,,0.375,0.375,0.3333333333333333,,,,0.375,0.375,0.3333333333333333,,,,0.9616201606316983,0.9616201606316983
"Niemann, Hans Moke","Hedman, Erik",Kvika Reykjavik Open 2022,2022.04.10,0.11115384615384617,0.11115384615384617,0.17800000000000002,0.11100000000000003,-0.0,,0.5384615384615384,0.5384615384615384,0.5,1.0,,,0.6538461538461539,0.6538461538461539,0.7,1.0,,,0.213772344760999,0.213772344760999
"Thorfinnsson, Bragi","Niemann, Hans Moke",Kvika Reykjavik Open 2022,2022.04.11,0.1253061224489796,0.1535,0.15099999999999997,0.037,0.15999999999999998,0.0,0.673469387755102,0.6,0.8,0.3,0.7,1.0,0.7142857142857143,0.65,0.8,0.4,0.7,1.0,0.33279812474942616,0.363145446597662
"Niemann, Hans Moke","Thorhallsson, Throstur",Kvika Reykjavik Open 2022,2022.04.12,0.06181818181818179,0.06181818181818179,0.06799999999999998,-0.0,,,0.8181818181818182,0.8181818181818182,1.0,,,,0.8181818181818182,0.8181818181818182,1.0,,,,0.16654237789933118,0.16654237789933118
"Niemann, Hans Moke","Robson, Ray",St Louis Spring A,2022.03.02,0.2873770491803278,0.4259999999999999,0.11500000000000003,0.203,0.792,0.023333333333333334,0.4918032786885246,0.375,0.3,0.4,0.5,0.7142857142857143,0.5737704918032787,0.45,0.3,0.4,0.7,0.8095238095238095,0.7276672812014758,0.8684256311988247
"Nyzhnyk, Illya","Niemann, Hans Moke",St Louis Spring A,2022.03.03,0.15085106382978725,0.17725000000000002,0.083,0.10799999999999998,0.502,0.0,0.7021276595744681,0.65,0.5,0.5,0.9,1.0,0.723404255319149,0.675,0.6,0.5,0.9,1.0,0.41494803125228585,0.4452944142751123
"Niemann, Hans Moke","Sevian, Samuel",St Louis Spring A,2022.03.04,0.01684210526315789,0.01684210526315789,0.012999999999999998,0.028999999999999998,0.022,,0.7894736842105263,0.7894736842105263,0.7,0.9,1.0,,0.9473684210526315,0.9473684210526315,1.0,0.9,1.0,,0.06125292108458196,0.06125292108458196
"Niemann, Hans Moke","Lenderman, Aleksandr",St Louis Spring A,2022.03.05,0.18687499999999999,0.12925,0.05500000000000001,0.071,0.10200000000000001,0.28291666666666665,0.515625,0.45,0.6,0.4,0.2,0.625,0.625,0.6,0.8,0.6,0.3,0.6666666666666666,0.6391459455261681,0.22784821195767085
"Dragun, Kamil","Niemann, Hans Moke",St Louis Spring A,2022.03.06,0.0775,0.1395,0.0049999999999999975,0.21100000000000002,0.34199999999999997,0.0,0.8611111111111112,0.75,0.6,0.5,1.0,1.0,0.8611111111111112,0.75,0.6,0.5,1.0,1.0,0.22927165755440965,0.2946614746032888
"Niemann, Hans Moke","Xiong, Jeffery",St Louis Spring A,2022.03.07,0.11371428571428573,0.11371428571428573,0.13899999999999998,0.21200000000000002,0.022,,0.5714285714285714,0.5714285714285714,0.4,0.9,0.6,,0.6857142857142857,0.6857142857142857,0.5,0.9,0.8,,0.23877242074319013,0.23877242074319013
"Antipov, M2","Niemann, Hans Moke",St Louis Spring A,2022.03.08,0.1938235294117647,0.1938235294117647,0.06,0.008000000000000002,0.591,,0.6470588235294118,0.6470588235294118,0.8,0.5,1.0,,0.8235294117647058,0.8235294117647058,0.9,0.7,1.0,,0.7642426027075606,0.7642426027075606
"Niemann, Hans Moke","Swiercz, D",St Louis Spring A,2022.03.09,0.28123076923076923,0.33849999999999997,0.29,0.513,0.368,0.18959999999999996,0.47692307692307695,0.275,0.3,0.2,0.3,0.8,0.5384615384615384,0.375,0.3,0.5,0.4,0.8,0.4656866828012817,0.47068716814505396
"Hakobyan, Aram","Niemann, Hans Moke",St Louis Spring A,2022.03.10,0.2942857142857143,0.2942857142857143,0.357,0.388,0.28500000000000003,,0.6,0.6,0.5,0.9,1.0,,0.6,0.6,0.5,0.9,1.0,,0.6015630900084414,0.6015630900084414
"Sargsyan, Shant","Niemann, Hans Moke",Stepan Avagyan Mem 2022,2022.06.20,0.1127777777777778,0.1127777777777778,0.16100000000000003,0.052499999999999984,,,0.6111111111111112,0.6111111111111112,0.625,,,,0.6111111111111112,0.6111111111111112,0.625,,,,0.2477143885620163,0.2477143885620163
"Niemann, Hans Moke","Tabatabaei, M",Stepan Avagyan Mem 2022,2022.06.21,-0.0,-0.0,-0.0,,,,1.0,1.0,,,,,1.0,1.0,,,,,0.0,0.0
"Gharibyan, Mamikon","Niemann, Hans Moke",Stepan Avagyan Mem 2022,2022.06.22,0.166875,0.166875,0.16999999999999998,0.079,0.28500000000000003,,0.46875,0.46875,0.5,0.7,1.0,,0.625,0.625,0.7,0.7,1.0,,0.31140097064095523,0.31140097064095523
"Niemann, Hans Moke","Ter-Sahakyan, Samvel",Stepan Avagyan Mem 2022,2022.06.23,0.20589743589743592,0.20589743589743592,0.08399999999999999,0.29200000000000004,0.42700000000000016,,0.5384615384615384,0.5384615384615384,0.4,0.3,1.0,,0.5897435897435898,0.5897435897435898,0.4,0.5,1.0,,0.45819277687751264,0.45819277687751264
